event,datetime,lon,lat,depth,intensity,station_id,station_name,station_lon,station_lat,distance,az,pga_v,pga_ns,pga_ew,d,pga_max,pga
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,WDJ,Dajia,213472.60452988176,2693832.8274737294,191.86,110.75,0.56,1.25,1.25,191737.53232081357,1.25,1.8543462459853608
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,ECL,Taimali,245887.5258055959,2499991.61547929,194.13,49.52,0.87,1.45,1.45,193391.89351508443,1.45,2.227532266881896
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,NHW,Xinwu,255046.5916075105,2766886.1134289685,197.02,135.68,0.57,2.48,2.48,197126.88820327653,2.48,3.553266103178877
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,CHN2,Minxiong,195882.3968858773,2603073.4837907995,198.17,83.51,2.32,3.07,3.07,198171.32774001147,3.07,4.922621252950505
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,SGS,Jiaxian,207994.52340911428,2553200.7220550976,198.97,68.67,0.6,1.08,1.08,198510.20735248315,1.08,1.6409753197412813
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,CHN1,Nanxi,201886.55070537922,2565400.3445737497,201.04,72.4,0.8,1.32,1.32,200193.34447503314,1.32,2.030960363965777
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,TWL,Dongshan,198842.10359109606,2573162.312945934,201.32,75.04,0.67,1.22,1.22,200925.33320329315,1.22,1.850864662799525
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,CHY,ChiayiCity,191784.77258924805,2599766.8185069016,202.92,82.55,0.84,2.66,2.66,202641.01502366786,2.66,3.854451971422137
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,WTK,Tuku,187789.0627401733,2620825.2634779047,205.6,88.57,2.07,4.85,4.85,205015.39039153158,4.85,7.16448881637762
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,LAY,Lanyu,307805.4573924474,2438091.884514692,206.98,24.8,1.6,5.05,5.05,206052.79399820362,5.05,7.31881137890573
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,SSD,Sandimen,213025.10347437492,2515537.9348054873,211.18,58.74,0.92,1.81,1.81,210859.39042258292,1.81,2.7200367644574217
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,SMG,Majia,213017.04024361775,2512216.015194615,213.08,57.68,0.58,1.38,1.38,212622.52394482758,1.38,2.0359764242249954
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,WTC,Dacheng,177684.2790531797,2639699.915136005,215.99,93.75,2.65,6.49,6.49,215506.42191349095,6.49,9.553151312525097
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,SCS,Qishan,197675.98245098258,2532193.166970019,216.81,64.32,1.92,2.38,2.38,216374.76673818496,2.38,3.8749451609022803
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,EAS,Daren,235583.5624377809,2475638.078382048,218.11,46.65,0.59,1.09,1.09,217382.16806744863,1.09,1.6505453644174706
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,TAWH,Dawu,238669.56738165798,2471206.542868231,219.07,45.19,0.7,1.22,1.22,218277.99506028747,1.22,1.8619344779019482
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,ICHU,Yizhu,176387.0046118703,2584331.2911252514,220.85,79.21,1.28,3.14,3.14,220299.26684363818,3.14,4.621428350629273
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,WSF,Sihu,171440.96721588855,2615366.7675887183,222.03,87.21,1.6,2.9,2.9,221549.46323275156,2.9,4.402272140611028
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,WSL,Shuilin,171369.5170616769,2602077.01157657,223.3,83.98,0.96,2.15,2.15,222644.0097138766,2.15,3.188510624100224
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,SSH,Shanhua,177290.26195851923,2559962.9175333153,226.15,72.97,0.89,1.93,1.93,225294.82995580247,1.93,2.8708709479877355
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,SPT,PingtungCity,197595.8194363285,2508939.229787553,228.36,59.2,0.7,1.89,1.89,227474.45786433862,1.89,2.763005609838677
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,SCL,Jiali,168091.3829941725,2563332.9285429497,233.43,74.58,0.82,2.35,2.35,233181.66620675896,2.35,3.423068798607472
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,SCZ,Chunri,211896.53083520586,2474570.9535757694,236.49,50.31,0.43,0.88,0.88,235760.5995212777,0.88,1.3167004215082487
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,TAI,TainanCity,167988.30914542265,2544506.847668139,240.03,70.07,0.59,0.88,0.88,239013.28468803916,0.88,1.3772799279739758
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,SCK,Qigu,156814.49285631638,2561184.1661146604,245.59,74.64,1.76,2.15,2.15,244623.76363552656,2.15,3.513203666171376
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,KAU,KaohsiungCity,180071.63575030406,2496828.5214780415,249.91,58.84,0.85,1.74,1.74,248735.0269070065,1.74,2.603401620956705
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,HEN,Hengchun,224186.98488197883,2433578.1938243806,256.25,41.61,0.79,2.62,2.62,255674.95811325128,2.62,3.7885221393044546
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,SEB,Eluanbi,235534.62171896923,2422491.8367884387,257.85,38.07,0.51,0.96,0.96,257018.54284477077,0.96,1.4502758358326184
9,2019-01-30 13:21:35,392743.5081195645,2625823.8249327885,37.8,5.7,PNG,MagongCity,102998.8130809158,2608141.9546590718,290.39,86.31,0.23,0.85,0.85,290283.7178338049,0.85,1.2238872497088937
10,2019-01-30 23:14:53,204511.76312111615,2413692.781202427,44.1,4.9,HEN,Hengchun,224186.98488197883,2433578.1938243806,28.07,221.97,5.51,18.02,18.02,27973.987675776098,18.02,26.07299177309731
10,2019-01-30 23:14:53,204511.76312111615,2413692.781202427,44.1,4.9,TWK1,Kenting,230373.88581275946,2426926.1285570227,29.24,241.78,4.29,9.26,9.26,29051.176780381767,9.26,13.780395495050206
10,2019-01-30 23:14:53,204511.76312111615,2413692.781202427,44.1,4.9,SEB,Eluanbi,235534.62171896923,2422491.8367884387,31.52,252.51,7.16,6.76,7.16,32246.567798575226,7.16,12.174925051104012
10,2019-01-30 23:14:53,204511.76312111615,2413692.781202427,44.1,4.9,SLIU,Shizi,229381.60835979972,2457929.257641614,50.57,208.62,20.72,18.61,20.72,50748.15316788192,20.72,34.71266195496968
10,2019-01-30 23:14:53,204511.76312111615,2413692.781202427,44.1,4.9,SCZ,Chunri,211896.53083520586,2474570.9535757694,61.8,186.12,0.42,1.7,1.7,61324.43775290111,1.7,2.4405737030460686
10,2019-01-30 23:14:53,204511.76312111615,2413692.781202427,44.1,4.9,TAWH,Dawu,238669.56738165798,2471206.542868231,66.97,209.89,1.05,1.57,1.57,66892.36408479205,1.57,2.4560741031165976
10,2019-01-30 23:14:53,204511.76312111615,2413692.781202427,44.1,4.9,EAS,Daren,235583.5624377809,2475638.078382048,69.61,205.65,0.62,1.26,1.26,69301.34598582206,1.26,1.8866902236456309
10,2019-01-30 23:14:53,204511.76312111615,2413692.781202427,44.1,4.9,SMG,Majia,213017.04024361775,2512216.015194615,98.91,184.81,0.47,0.83,0.83,98889.67274296105,0.83,1.2643970895252805
10,2019-01-30 23:14:53,204511.76312111615,2413692.781202427,44.1,4.9,LAY,Lanyu,307805.4573924474,2438091.884514692,105.55,256.53,0.71,2.08,2.08,106136.24978612074,2.08,3.026037012331475
10,2019-01-30 23:14:53,204511.76312111615,2413692.781202427,44.1,4.9,SCK,Qigu,156814.49285631638,2561184.1661146604,155.41,161.56,0.61,1.42,1.42,155012.0582859344,1.42,2.0987853630135693
10,2019-01-30 23:14:53,204511.76312111615,2413692.781202427,44.1,4.9,WSL,Shuilin,171369.5170616769,2602077.01157657,192.19,169.63,0.25,0.9,0.9,191277.35550117426,0.9,1.2971121771072849
10,2019-01-30 23:14:53,204511.76312111615,2413692.781202427,44.1,4.9,WSF,Sihu,171440.96721588855,2615366.7675887183,204.57,170.33,0.46,0.89,0.89,204367.49821520835,0.89,1.3400746247877393
10,2019-01-30 23:14:53,204511.76312111615,2413692.781202427,44.1,4.9,PNG,MagongCity,102998.8130809158,2608141.9546590718,219.37,152.05,0.27,0.92,0.92,219352.13717635963,0.92,1.3287964479181904
10,2019-01-30 23:14:53,204511.76312111615,2413692.781202427,44.1,4.9,WTC,Dacheng,177684.2790531797,2639699.915136005,228.36,172.9,0.37,0.81,0.81,227593.8015199129,0.81,1.2037856952132304
11,2019-01-31 06:14:02,342306.2770584965,2698518.3308246005,22.6,4.0,EWT,Wuta,329081.6756176162,2705083.6161126345,14.53,115.12,3.6,10.04,10.04,14764.587843330011,10.04,14.647975969395906
11,2019-01-31 06:14:02,342306.2770584965,2698518.3308246005,22.6,4.0,ENA,Nan-ao,326051.95325948566,2702851.609190231,16.64,104.25,3.9,11.19,11.19,16822.01960399323,11.19,16.298533676377147
11,2019-01-31 06:14:02,342306.2770584965,2698518.3308246005,22.6,4.0,EHP,Heping,326123.7461568663,2689560.5508979065,18.5,60.67,3.78,3.55,3.78,18496.3814730692,3.78,6.417109941398854
11,2019-01-31 06:14:02,342306.2770584965,2698518.3308246005,22.6,4.0,NDS,Dongshan,322894.18918419373,2724987.594328987,33.31,144.44,1.01,2.06,2.06,32824.54974716782,2.06,3.0833909904519086
11,2019-01-31 06:14:02,342306.2770584965,2698518.3308246005,22.6,4.0,ETL,Taroko,313002.3806301754,2672882.3723930633,38.63,48.5,0.6,1.58,1.58,38934.82644863433,1.58,2.313611894851857
11,2019-01-31 06:14:02,342306.2770584965,2698518.3308246005,22.6,4.0,ENT,Niudou,307702.9339792635,2726023.941715974,43.65,129.08,0.57,2.7,2.7,44203.5064532978,2.7,3.8606864674562735
11,2019-01-31 06:14:02,342306.2770584965,2698518.3308246005,22.6,4.0,ILA,YilanCity,326864.21646723663,2739408.6720154667,44.23,159.67,0.78,0.94,0.94,43709.0063717947,0.94,1.5412981541544777
11,2019-01-31 06:14:02,342306.2770584965,2698518.3308246005,22.6,4.0,ETLH,Xibao,298756.7747790603,2678364.0973408236,47.75,64.95,1.37,2.27,2.27,47987.00111598155,2.27,3.4903724729604435
11,2019-01-31 06:14:02,342306.2770584965,2698518.3308246005,22.6,4.0,NNS,Nanshan,288529.4091359714,2703806.1356598055,53.67,95.69,0.34,1.54,1.54,54036.21381566186,1.54,2.204268586175469
11,2019-01-31 06:14:02,342306.2770584965,2698518.3308246005,22.6,4.0,FUSS,Lishan,274370.6287985171,2682731.3270915076,69.21,76.89,0.18,1.69,1.69,69745.83708991045,1.69,2.3967895193362305
11,2019-01-31 06:14:02,342306.2770584965,2698518.3308246005,22.6,4.0,WHF,Hehuanshan,277440.5005203154,2670554.3087334028,70.05,67.12,0.21,0.58,0.58,70636.78572399962,0.58,0.8466994744299774
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,EHP,Heping,326123.7461568663,2689560.5508979065,15.08,73.57,5.79,9.21,9.21,14883.210475769938,9.21,14.253852110920754
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,EAH,Aohua,325096.94196660386,2691770.2759987144,15.55,83.17,4.55,5.93,5.93,15382.507904715429,5.93,9.541084843978696
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,EWT,Wuta,329081.6756176162,2705083.6161126345,15.88,133.68,6.9,16.11,16.11,15721.90144211624,16.11,23.804919659599776
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,ENA,Nan-ao,326051.95325948566,2702851.609190231,16.97,121.6,5.46,20.7,20.7,16739.40490324228,20.7,29.77904632455512
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,ETL,Taroko,313002.3806301754,2672882.3723930633,34.29,52.66,1.22,4.91,4.91,34562.91655189047,4.91,7.050148934597056
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,NDS,Dongshan,322894.18918419373,2724987.594328987,36.48,150.97,2.06,2.11,2.11,35479.18209274702,2.11,3.6259895201172325
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,ETLH,Xibao,298756.7747790603,2678364.0973408236,44.36,69.66,2.21,3.2,3.2,44420.150395353456,3.2,5.036278387857447
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,ENT,Niudou,307702.9339792635,2726023.941715974,45.64,135.09,1.24,5.8,5.8,45647.60425943236,5.8,8.295637407698097
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,TWE,Neicheng,318794.99023466464,2734935.5631002537,46.31,152.84,0.88,2.55,2.55,46177.119843425215,2.55,3.7120614219056236
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,ILA,YilanCity,326864.21646723663,2739408.6720154667,48.26,163.51,1.03,2.06,2.06,47284.72753527738,2.06,3.09
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,NNS,Nanshan,288529.4091359714,2703806.1356598055,52.72,101.07,0.56,2.36,2.36,52683.02554752852,2.36,3.3841985757339947
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,EYL,Yanliao,311092.7932948438,2644078.08310115,57.15,30.99,0.56,0.79,0.79,57905.66669319824,0.79,1.2497199686329734
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,NSK,Sanguang,287447.1044713931,2729277.4426079798,64.4,124.28,0.39,1.64,1.64,63508.10875263481,1.64,2.351871595134394
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,WHF,Hehuanshan,277440.5005203154,2670554.3087334028,66.75,70.36,0.33,0.75,0.75,67121.25287683877,0.75,1.1108105148944172
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,NWF,Wufenshan,328690.098950786,2773757.8945905687,81.13,172.12,2.02,3.46,3.46,80525.36932424153,3.46,5.293732142827024
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,NHY,XinyiDistrict,307517.7691279461,2770329.1444469434,83.43,157.0,3.21,1.64,3.21,83004.80043662255,3.21,4.826779464611989
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,BAC,NewTaipeiCity,294413.88050997857,2765849.636668905,85.32,147.76,1.38,1.98,1.98,85192.21251393038,1.98,3.1217302894388554
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,TAP,TaipeiCity,301463.1576981745,2770304.9915974326,85.62,153.49,0.9,0.9,0.9,85555.89135331212,0.9,1.5588457268119895
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,NJD,Zhutung,259103.62612575825,2736982.987557171,92.14,117.94,0.93,2.34,2.34,91841.83321353042,2.34,3.4374554542568254
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,LIOB,Emei,252024.4812209788,2727011.9866791796,94.76,110.59,0.36,1.02,1.02,94225.60872945352,1.02,1.486741403203664
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,WHP,Wushikeng,244923.98669740726,2686033.803515175,96.28,85.49,0.69,0.95,0.95,95720.20444223117,0.95,1.5103310895297097
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,NCU,Zhongli,269183.27609747567,2762468.1432678844,98.56,134.28,0.39,0.85,0.85,98671.59041240047,0.85,1.2637642185154634
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,HSN,ZhubeiCity,251010.78439921382,2746948.3079616604,103.66,121.01,0.38,1.0,1.0,103774.88630006142,1.0,1.4643770006388384
12,2019-02-05 19:32:31,340305.8575939133,2694074.714082069,33.9,4.3,NHW,Xinwu,255046.5916075105,2766886.1134289685,112.48,130.59,0.35,2.26,2.26,112118.87580329111,2.26,3.215229385284975
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,WTP,Dapu,211114.3447380909,2570910.314600713,2.67,333.47,31.13,97.41,97.41,3476.1606477949626,97.41,141.23205408121768
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,TWL,Dongshan,198842.10359109606,2573162.312945934,11.33,89.7,8.3,13.67,13.67,11308.857915207498,13.67,21.038721444042174
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,CHN1,Nanxi,201886.55070537922,2565400.3445737497,12.24,43.38,10.81,28.37,28.37,12062.929848039244,28.37,41.55201439160321
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,WCKO,Fanlu,209128.9688178029,2593063.727313368,19.19,178.18,19.23,44.44,44.44,18853.57092197527,44.44,65.72381683986407
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,STYH,Taoyuan,227477.2739736303,2564232.3003167687,19.87,298.62,21.87,29.35,29.35,20050.654095680795,29.35,46.91632871399893
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,SGS,Jiaxian,207994.52340911428,2553200.7220550976,20.58,5.67,3.84,10.44,10.44,21139.56298784166,10.44,15.25558258474582
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,CHY,ChiayiCity,191784.77258924805,2599766.8185069016,31.4,144.55,5.57,12.11,12.11,31421.500038192404,12.11,18.009139346454067
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,CHN2,Minxiong,195882.3968858773,2603073.4837907995,32.64,154.74,10.86,18.47,18.47,32152.55720965079,18.47,28.2881848127447
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,ALS,Alishan,230596.58421863438,2600771.58304144,33.96,217.6,2.35,9.52,9.52,33530.473487961644,9.52,13.666868697693705
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,ICHU,Yizhu,176387.0046118703,2584331.2911252514,35.49,107.29,7.16,8.72,8.72,35192.25183982892,8.72,14.259817670643619
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,SSH,Shanhua,177290.26195851923,2559962.9175333153,36.0,66.55,6.32,11.55,11.55,35779.51052523804,11.55,17.51420566283267
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,SCL,Jiali,168091.3829941725,2563332.9285429497,43.07,76.34,2.23,7.35,7.35,43400.22098872995,7.35,10.630987724571973
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,ELD,Lidao,253071.04740275693,2565322.951757025,43.28,281.55,2.32,2.42,2.42,43885.5612519868,2.42,4.1346342038927695
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,YUS,Yushan,245914.45871904131,2598544.5180942486,43.28,235.39,3.06,4.4,4.4,43285.36380487019,4.4,6.9342339158698705
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,SCS,Qishan,197675.98245098258,2532193.166970019,43.72,15.89,2.76,3.58,3.58,43839.31663515447,3.58,5.766315981629866
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,TAI1,Yongkang,172112.04456256446,2548914.634317444,45.86,56.69,2.03,4.06,4.06,45653.162476979705,4.06,6.089999999999999
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,WGK,Gukeng,206143.33390545996,2619650.8728341633,46.59,174.92,3.35,10.17,10.17,45587.721127843455,10.17,14.767542110994638
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,WSL,Shuilin,171369.5170616769,2602077.01157657,48.41,126.06,2.49,6.26,6.26,47699.21005490114,6.26,9.196483023417159
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,TAI,TainanCity,167988.30914542265,2544506.847668139,51.86,54.77,2.56,3.36,3.36,51547.68962509338,3.36,5.3974808938985595
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,WTK,Tuku,187789.0627401733,2620825.2634779047,51.99,154.13,3.45,9.9,9.9,51656.675578605376,9.9,14.41951802245831
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,WHY,XinyiTownship,234703.57880082546,2621807.677913678,53.75,207.44,1.52,2.36,2.36,53558.20344435209,2.36,3.66736962958467
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,SCK,Qigu,156814.49285631638,2561184.1661146604,55.23,76.24,4.48,14.35,14.35,54860.45397553066,14.35,20.782574431479848
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,WSF,Sihu,171440.96721588855,2615366.7675887183,56.59,136.56,2.9,5.0,5.0,56447.5433945871,5.0,7.642643521714198
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,SSD,Sandimen,213025.10347437492,2515537.9348054873,57.78,357.0,1.11,1.33,1.33,58770.0832636429,1.33,2.184010073236843
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,SGL,Jiuru,198638.28771143605,2513365.0073509086,61.07,10.85,0.38,1.53,1.53,61939.86871546924,1.53,2.196861397539681
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,SMG,Majia,213017.04024361775,2512216.015194615,62.11,356.77,0.68,0.88,0.88,62087.726378196145,0.88,1.4181678320988669
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,EHD,Haiduan,271503.752324934,2560908.715241512,62.29,281.96,0.89,3.55,3.55,62833.27804878487,3.55,5.098735137266888
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,WJS,Zhushan,222491.62584118723,2635115.0493025016,62.79,190.99,0.97,2.56,2.56,62128.19320107388,2.56,3.7480795082281806
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,ECS,Chishang,272536.09347227943,2555373.46320089,65.08,286.82,1.04,1.32,1.32,65222.967970123165,1.32,2.136913662270893
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,SPT,PingtungCity,197595.8194363285,2508939.229787553,66.23,10.96,0.4,1.22,1.22,66482.43446729393,1.22,1.7711013522664365
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,LONT,Luye,263335.42372790317,2534323.1065379167,66.4,306.77,1.31,1.13,1.31,66535.61760071175,1.31,2.1700460824600016
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,WNT,Mingjian,218430.82286751538,2641768.144815505,68.22,187.03,7.14,8.54,8.54,68044.87595416939,8.54,14.030067711882218
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,TWG,Beinan,258211.81831823903,2524353.6459268862,69.06,315.87,0.49,1.02,1.02,69303.09114688763,1.02,1.523450031999737
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,WNT1,NantouCity,217419.97158558777,2645092.8152913786,71.39,185.67,3.08,3.42,3.42,71234.73585919275,3.42,5.734038716297615
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,EYUL,Yuli,282718.8616803043,2583076.725025431,73.02,262.87,0.51,1.05,1.05,73155.16731424496,1.05,1.570063692975543
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,WTC,Dacheng,177684.2790531797,2639699.915136005,73.75,153.58,2.05,4.93,4.93,73050.72259971814,4.93,7.267207166442965
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,SML,SunMoonLake,240834.78274558816,2641736.4856542195,74.68,204.01,0.67,1.44,1.44,74169.10626280743,1.44,2.1438516739737383
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,TYC,Yuchi,236764.4023047193,2645062.026218616,75.64,200.46,0.6,0.95,0.95,75679.82125120042,0.95,1.4713938969562161
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,EDH,Donghe,280760.57562667166,2540992.5703867623,78.05,294.55,0.49,1.18,1.18,78089.65422975153,1.18,1.7392239648762893
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,EHY,Hongye,283703.29888258694,2599690.051044772,78.12,250.24,0.66,1.21,1.21,77880.69581580002,1.21,1.8340665200586372
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,ECB,Changbin,296021.39634556696,2579789.9260896416,86.16,266.24,0.6,1.42,1.42,86100.80852622444,1.42,2.0959007610094518
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,WWF,Wufeng,219486.8678782688,2659485.564806816,86.56,185.93,1.91,2.4,2.4,85765.62720084576,2.4,3.8946245005134963
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,WCS,Guoxing,240847.50388376444,2661670.910205161,92.85,199.3,0.5,1.58,1.58,92684.51454214174,1.58,2.28971613961207
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,OWD,Aowanda,268320.57698391436,2649497.46793791,95.67,217.08,0.79,1.1,1.1,95152.78899725895,1.1,1.7447349368886955
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,TCU,TaichungCity,217480.4228425377,2671672.512960686,97.79,184.39,0.64,1.02,1.02,97716.45619227752,1.02,1.5781001235663092
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,ESL,Xilin,294832.08213291,2634050.9237001794,104.22,234.48,0.5,0.92,0.92,103718.160767508,0.92,1.393843606722074
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,PNG,MagongCity,102998.8130809158,2608141.9546590718,112.04,107.25,0.33,3.38,3.38,112340.2168271052,3.38,4.7914194139106625
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,WHP,Wushikeng,244923.98669740726,2686033.803515175,117.21,196.94,1.33,2.2,2.2,117096.73830132595,2.2,3.383622319349487
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,WHF,Hehuanshan,277440.5005203154,2670554.3087334028,118.36,214.76,0.33,0.77,0.77,117524.9939684739,0.77,1.137848847606746
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,ETM,Tongmen,299865.3439983832,2651787.3438262157,118.81,229.26,0.58,0.94,0.94,118626.15057658489,0.94,1.4503792607452715
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,WDJ,Dajia,213472.60452988176,2693832.8274737294,119.92,181.44,0.52,1.11,1.11,119645.19568766451,1.11,1.65366260162102
13,2019-02-08 00:52:04,210099.95555699273,2574235.1766186845,13.4,4.9,TWQ1,Liyutan,226663.11329342116,2693804.8255073503,120.88,187.88,0.78,1.08,1.08,120711.38773769693,1.08,1.7149927113547743
